Normalized_names	YWHAB	YWHAE	YWHAZ	EIF4EBP1	EIF4EBP1_p_Ser65	EIF4EBP1_p_Thr37/Thr46	EIF4EBP1_p_Thr70	TP53BP1	ARAF_p_Ser299	ACACA=ACACB_p_Ser79	ACACA=ACACB 	TUBA1A_a_Lys40	ACVRL1	AKT1=AKT2=AKT3	AKT1=AKT2=AKT3_p_Ser473	AKT1=AKT2=AKT3_p_Thr308	PRKAA1	PRKAA1_p_Thr172	ANXA1	ANXA7	AR	DIRAS3	ARID1A	ASNS	ATM	BRAF	BAD_p_Ser112	BAK1	BAP1	BAX	BCL2	BCL2L1	BECN1	CTNNB1	BID	BCL2L11	BRCA2	JUN_p_Ser73	KIT	MET_p_Tyr1235	MYC	RAF1	RAF1_p_Ser338	CASP7_c_Asp198	CAV1	MS4A1	PECAM1	ITGA2	CDK1	CHEK1	CHEK1_p_Ser345	CHEK2	CHEK2_p_Thr68	BIRC2	CLDN7	COL6A1	CCNB1	CCND1	CCNE1	CCNE2	PARK7	DVL3	CDH1	EEF2	EEF2K	EGFR	EGFR_p_Tyr1068	EGFR_p_Tyr1173	EIF4E	EIF4G1	ESR1	ESR1_p_Ser118	MAPK1	ETS1	FASN	FN1	FOXM1	FOXO3	FOXO3_p_Ser318/Ser321	G6PD	GAB2	GAPDH	GATA3	GSK3A=GSK3B	GSK3A=GSK3B_p_Ser21/Ser9	GSK3A=GSK3B_p_Ser9	ERBB2	ERBB2_p_Tyr1248	ERBB3	ERBB3_p_Tyr1289	NRG1	HSPA1A	IGFBP2	INPP4B	IRS1	MAPK8_p_Thr183/Thr185	MAPK9	XRCC5	LCK	STK11	MAPK1=MAPK3_p_Thr202/Tyr204	MAP2K1	MAP2K1_p_Ser217/Ser221	ERRFI1	MRE11A	MTOR	MTOR_p_Ser2448	MYH11	MYH9_p_Ser1943	CDH2	NRAS	NDRG1_p_Thr346	RELA_p_Ser536	NF2	NOTCH1	CDH3	CDKN1A	CDKN1B	CDKN1B_p_Thr157	CDKN1B_p_Thr198	MAPK14	MAPK14_p_Thr180/Tyr182	TP53	SQSTM1	RPS6KB1	RPS6KB1_p_Thr389	RPS6KA1	RPS6KA1_p_Thr359/Ser363	SERPINE1	PXN	PCNA	PDCD4	PDPK1	PDPK1_p_Ser241	PEA15	PEA15_p_Ser116	PIK3CA	PIK3R1	PRKCA 	PRKCA_p_Ser657	PRKCD_p_Ser664	PRKC_p_Ser660	PGR	AKT1S1_p_Thr246	PRDX1	PREX1	PTEN	RAB25	RAB11A=RAB11B	RAD50	RAD51	RPTOR	RB1_p_Ser807/Ser811	RBM15	RICTOR	RICTOR_p_Thr1135	RPS6	RPS6_p_Ser235/Ser236	RPS6_p_Ser240/Ser244	SCD	SFRS1	SHC1_p_Tyr317	SMAD1	SMAD3	SMAD4	SRC	SRC=FYN=HCK=LCK=LYN=YES1_p_Tyr416	SRC=FGR=FYN=YES1_p_Tyr527	STAT3_p_Tyr705	STAT5A	STMN1	SYK	WWTR1	TIGAR	TGM2	TFRC	TSC1	TSC2	TSC2_p_Thr1462	KDR	VHL	XBP1	XRCC1	YAP1	YAP1_p_Ser127	YBX1	YBX1_p_Ser102	COPS5	MSH2	MSH6
endo1_ENDOMETRIAL_S40	0.666022783	0.932321641	2.090126001	-0.171493653	0.196408781	-0.130514185	0.152410313	-1.220055667	0.679257998	0.096104223	-0.205871573	0.098652485	-0.808329944	-1.303764051	-0.726394033	0.06436251	0.603320422	-1.993281527	-1.33219578	-0.366852365	0.085682847	-0.129840094	-0.012063004	0.004754236	-2.112865292	-1.083060934	-0.287477979	0.452126173	-0.315979332	1.266938239	-1.003102837	0.446439278	0.431921772	-1.590583576	-0.151880328	-0.378077064	-0.268273717	0.377773065	0.214182268	0.609996181	0.993513476	-0.571972854	0.502920831	0.016312543	-0.674519259	0.062358337	0.724191885	0.359778172	0.164716827	1.503058075	0.380791454	-0.583541732	0.488811537	-0.225170415	-0.729888987	-0.154478573	-0.957123664	0.466367144	0.342051845	0.247793806	0.807096247	-0.272263467	-1.65246409	-0.577898449	-0.080944179	0.314195822	1.001357831	0.333573985	-0.447018157	-1.397765942	-1.627984359	-0.088410785	-2.367464983	0.443378985	-0.427239544	-0.683289268	0.322479786	0.256044123	-0.15121264	-0.442794556	-0.993769489	-0.209019372	0.718333289	-0.561830209	-0.792939019	0.09680409	0.076773818	0.264885721	0.130813663	0.629768756	0.130949144	-0.307650395	-1.356197829	0.292632088	0.359709479	0.474819459	-0.81329904	-0.431835938	-0.256452657	0.445106743	-0.409297173	0.254965288	-0.521597802	0.091636669	0.46089466	-1.29795203	-0.507348653	-0.634002561	0.345723942	0.387146289	-0.042222903	0.054667599	0.81644145	-0.216869901	0.269841354	0.768110129	0.388033902	0.268850889	0.055250223	0.259741706	-1.89854449	-1.320336649	0.402271013	-0.379058345	-0.66251221	0.524402214	-0.413271443	-0.171466377	1.322739107	-0.030891658	0.25550914	-1.2530517	0.428707739	-0.704480761	1.230016478	1.19851246	-0.320210536	0.511929033	-0.891079736	-0.805188759	0	-1.223556533	-1.645247634	0.449391568	0.632842315	-0.136108886	-1.355437641	0.31647184	0.134410092	-0.743723849	1.168625648	-0.60435532	0.512891923	-1.814568202	-0.950235721	0.276511226	1.551106433	-0.249677809	0.461430388	-0.444572809	-0.4125118	0.148064074	-0.086934555	0.454256329	0.452487197	0.257861716	1.036398714	-0.649110215	-1.000534535	-1.055552182	0.303904894	-0.648282422	0.554157398	0.994507895	0.767041677	0.336668352	-1.785003529	-1.969414961	-0.328079811	-1.883584977	-2.652489252	0.916631483	0.627106098	0.701309528	0.600400704	-0.905360006	0.364066326	-0.25711505	-1.204226102	-1.072237359
endo2_ENDOMETRIAL_S40	0.317894094	0.234511996	0.033571506	-0.059495529	-0.13301997	0.119702011	0.014573911	-0.315997459	0.085104239	0.549677542	0.70119283	0.837446211	0.027871987	0.101755883	-0.897850207	-0.64203647	-0.25112742	-0.794350366	-0.164763326	-0.035938522	-0.160739468	0.143499842	-0.105655271	0.214006901	-0.282531525	-0.214124228	-0.122277142	0.307402941	-0.315765456	0.591209838	-0.874323117	-0.036327685	0.001842662	-0.499289477	-0.005247944	0.290186926	-0.042179208	-0.129131155	-0.073324022	0.214121372	0.025179873	-0.069885818	0.027632928	1.770620407	0.204747646	0.179659293	0.20041304	0.116669304	-0.343663701	-0.055279781	-0.079262004	0.035835653	0.012506949	0.065955044	-0.95626781	-0.031459649	1.253735754	0.044133195	0.706929294	-0.094789178	0.505386209	-0.51167707	-0.731789869	0.148740187	-0.769868673	0.2181067	0.230799419	0.00995995	-0.315335117	0.403376776	-0.374970949	0.024749672	-0.323681755	0.15243715	0.465513831	-0.134938023	0.38228521	0.183312288	-0.325375571	1.95103653	-0.353266788	0.358197864	0.139835367	0.554889314	-0.701638188	-1.199189004	0.109896522	0.006728197	-0.19281083	0.1030961	0.047687927	0.502760027	1.918816176	-0.249847191	-0.064986091	-0.210842012	-0.250108545	-0.328790585	-0.027763399	0.158733413	-1.26421949	-0.495017268	-0.492598054	0.078241177	0.068822728	0.104401388	-1.055724477	0.139538041	0.167467589	-0.042709262	0.276926595	-0.290828574	-0.075697242	-0.528862708	0.137888822	0.989577176	0.030177428	-0.599898734	0.033149094	0	0.279219181	-2.040884642	0.560161432	0.340426589	-0.824807336	-0.126219902	0.078112615	-0.187202946	0.554524757	-0.225633542	0.361586059	-1.88227928	0.27065302	0.557363079	0.906436675	0.584812283	-0.322900808	-0.320310904	-0.71098285	-0.988036108	-0.346185381	-1.117459157	0.624948734	0.427816317	0.376872125	0.366132987	-0.876943686	-0.246675567	-0.001317679	-0.190771533	0.227723095	0.103100114	-1.082966505	-0.386750686	-0.430056378	0.001132447	0.756541742	0.592093916	1.148628014	0.048101612	0.068360456	-0.081838059	-0.548665097	-0.336823523	0.0736183	0.046964088	-0.05864553	-1.880134126	-0.331964335	0.500710485	0.574981394	-0.889914049	0.064195696	-0.019296639	-0.288806356	-0.837538448	-0.270507329	0.626567319	-0.183115103	-0.346618041	-0.369634248	0.349834222	0.155487574	-0.331797623	-0.315304286	-0.204899665	-0.484203398	0.187896553	-0.809898935	-0.089156118
endo3_ENDOMETRIAL_S40	0.030218017	0.222788666	0.203822952	0.230457181	-0.213997546	-0.914442126	0.12908716	-0.30312375	-0.071123254	-0.187001479	0.166151107	2.039420945	-0.329815932	-1.17730317	-1.617807315	-0.565950908	0.106142287	0.022433773	-0.748355377	-0.114816763	-0.430743686	-0.132140719	-0.171523204	1.842875997	0.128259913	0.290247261	-0.315622328	0.097822344	0	-0.386577711	0.490138969	0.11304955	0.229716974	0.685280769	0.127839906	0.280200608	-0.104279773	-0.091914426	-0.37866326	0.142843102	0.116184327	-0.400444722	-0.164559702	1.918406187	-1.200877914	-0.053892078	-0.01308429	0.164705465	0.088516521	-0.082111841	0.145803021	0.123707757	0.020263751	0.046860656	-0.923685154	0.089866264	1.013037349	0.114305231	1.251511251	-0.01191343	-0.62022947	-0.166893802	0.286556997	-0.176181572	-0.809047369	-0.042971523	-0.226752399	0.082458296	-0.236637186	-0.313189285	-0.979171971	-0.660140963	0.487494102	0.242157803	0.800853718	-0.726213257	0.367372799	0.045852011	-0.329392059	0.872652518	-0.771975334	-0.017556419	0.145078955	0.280348879	-1.425998909	-1.288299331	0.122830027	-0.101543221	-0.097884165	-0.012170316	-0.057032698	0.17188735	-1.275387794	-0.409424834	-0.026873266	-0.369706435	-0.099850585	0.412146689	0.389150887	0.117060416	-1.387822832	-0.770686848	-0.554223192	0.122953881	0.111871463	0.09062864	-0.753375703	1.133665272	0.1439201	-0.022174345	0.12383692	-0.614794638	-0.468333928	0.228975098	-0.130898493	0.716945152	0.387622824	0.134263803	-0.026896153	0.065280739	0.385762219	-1.984124662	0.053312725	0.492090397	-0.352190006	-0.316110181	0.061150017	-0.414092289	0.009777087	0.204371669	1.021777761	-0.357729078	-0.105909088	-0.112984245	0.272881918	0.193787381	0.258246009	0.186526667	0.103632752	0.1497053	-0.079897791	-0.092523631	-2.995842274	-0.560623642	0.058178058	-0.035368232	0.576673556	-0.473195622	0.002475793	-0.149507315	0.051986314	0.123802606	-0.991349877	0.825015919	0.060291752	-0.040628066	0.818516292	-0.07052044	0.311762648	-0.100684638	0.211933743	-0.207990582	0.053102423	-0.31821327	-0.110378381	-0.311664491	-0.245925341	-1.805725991	-0.685300375	-0.099799989	0.232045495	1.460069434	0.007988701	0.207504623	-0.445352067	2.670378788	-0.121374424	0.401601807	-0.334673516	0.077497957	-1.577657789	0.77914454	0.11585888	-0.292078352	0.254450332	-0.188139309	-0.685851787	-0.025555808	0.470471941	0.523767906
endo4_ENDOMETRIAL_S40	0.277676726	0.314346423	0.317954953	0.309652695	-0.3663018	-1.482953625	-0.016294786	0.444054245	0.039496343	0.853386217	1.098814823	0.207323169	-0.084317067	-0.955518559	-0.473352363	-0.294331294	-0.090298414	-0.419316779	-0.961105716	-0.38821021	-0.765777387	-0.03378565	-0.340074376	0.725561941	1.192040691	-0.390320174	-0.266914807	0.35455278	-0.447493864	0.758993677	-0.726826352	-0.067543692	-0.076215925	-0.566900925	0.182957496	-0.325720785	0.130279999	-0.006092486	-0.196442696	0.136232005	0.65946354	-0.15400377	-0.20857124	0.911138046	0.677144526	0.113319702	-0.136034517	0.143666246	0.092763782	-0.00590864	0.089565705	1.188347785	-0.06376872	0.331564832	-2.147946218	-0.06620809	1.106998751	0.8490141	0.626851873	0.343960607	0.474677136	-0.295870205	-2.278476549	0.787621888	-1.311595006	0.020715276	0.021846313	0.030187775	-1.10842075	-0.090407393	-4.256144573	-0.532115008	-0.188694652	0.390984857	0.889737154	0.048514788	0.763303407	0.223379845	-0.194416753	0.340745291	-0.035833595	1.066330503	0.247944499	0.8285645	-1.295272154	-1.363109052	-0.278264438	-0.083986011	-0.378033371	0.173212038	0.012547385	-0.46968568	-0.153862612	-0.194314074	-0.080260539	-0.116816905	-0.57909394	0.548353747	-0.268150014	0.289227803	-1.177433979	-0.916092759	-0.352225002	0.204226532	0.137883308	0.198505835	-1.107004208	1.983422314	0.372528758	0.265564454	0.26167115	-0.550753484	-0.524642401	0.537745332	0.101874764	0.370082938	0.115462035	0.104388597	0.213676472	0.647182137	-0.008864517	-2.218643147	0	-0.560626701	0.150677103	-0.203578966	-0.768800662	-0.474093858	-0.111129996	0.102086015	1.073159694	-1.433218346	0.048716284	0.239980942	-0.114355478	0.774779181	0.404058111	0.567913396	0.318980564	0.390100696	-0.163829769	-1.115589419	-3.141723581	-0.391085584	0.019091962	-0.156503211	-1.293253273	-0.638473906	0.065546904	0.341354548	0.35203041	0.307792433	-1.397186429	0.522004893	0.227661967	0.038744088	1.095034141	-0.933724323	-0.018059688	0.257437541	0.315363348	-0.261387745	-0.470815235	0.082175111	0.094662816	-0.030396643	-0.057802707	-0.945962733	-0.444825944	0.185144935	0.48585934	-1.960113187	-0.003852605	0.140377217	-0.544083138	1.835004288	0.25071154	0.552183919	-0.207899414	-0.622434001	-2.152462917	0.530454437	0.12991105	-0.15740974	-0.28886394	-0.368077336	-0.70178219	0.117152322	0.819523262	1.133427714
endo5_ENDOMETRIAL_S40	0.084112688	0.079997706	-0.540612989	0.728994371	-0.088200421	-1.016433887	-0.251217018	-0.675719465	-0.06688116	-0.274148454	0.752910895	-0.754356609	0.043116045	-0.317677834	0.330550312	0.016046361	-0.28825311	-0.744688471	-0.854832962	-0.519517309	-0.707560282	-0.071162571	-0.386194872	0.865003424	0.538261156	-0.619459522	-0.116736554	0.354272795	-0.393797256	-0.099164734	-0.821624008	0.063174224	0.026596744	-0.820461871	0.212331215	-0.318714025	0.080609908	-0.054338798	0.219018862	0.11993783	0.704148649	0.45111472	-0.090765822	2.320475738	0.05796255	0.026326933	0.105762643	0.137219937	0.360125008	0.10077373	0.193475524	0.630086452	0.351738064	-0.028697141	-2.27852413	-0.15491759	1.260709428	1.020761023	-0.378519189	0.278889443	-0.33435184	-0.365132039	-2.461849038	0.53513361	-0.59204391	0.266059542	-0.003242943	0.209636134	-0.43494887	-0.039345969	-3.378198543	-0.442396363	-0.111973929	0.393884717	0.557539573	0.430421041	0.413657308	0.004578696	0.154662057	1.920437803	-0.58543077	1.044104512	0.231218432	0.224380255	-1.358388564	-1.126881503	-0.283888476	0.157600061	-0.279720716	-0.061112272	-0.116208823	1.434328482	-0.081325757	-0.255555163	-0.029253112	-0.261226937	0.024194801	0.302757132	0.703634687	0.203567299	-1.36575045	-0.708242402	-0.32696327	0.303071731	0.113877255	0.072059087	-0.483417761	2.175341554	0.789182224	0.105734018	0.064961182	-0.744064427	-0.555337243	0.153916886	0.05420669	-0.691753332	0.407032843	0.337813278	-0.132386993	-0.109775762	0.060103917	-2.125367339	0.069917997	-0.643857243	-0.076594329	-0.185463776	-0.174073246	-0.464699019	0.755767102	1.00393798	0.609155252	-1.158474786	-0.079711972	0	0.121818314	0.599537021	0.261143508	0.118139186	0.352087715	0.076539204	-0.027510768	-0.44146111	-2.993809737	-0.043989798	0.649406532	0.666595515	-0.051054308	-0.767033781	-0.02199841	-0.137628733	0.299069197	0.175291405	-0.9364885	0.411997604	0.057269759	0.068410665	0.514684893	-0.438974065	-0.05195992	-0.039701963	-0.019548901	-0.253789172	-0.316855827	-0.009460912	0.000138045	0.00278797	-0.181227551	-0.469179647	-0.572281748	-0.19774312	0.291649785	0.173017977	0.417567758	0.158652682	0.4374335	0.06004938	-0.246742399	0.262451591	-0.316521198	0.087625211	-1.743686702	1.007558965	-0.03475442	-0.530672091	-0.459152848	0.285562325	-0.851765742	0.006734363	0.301517925	0.168419441
endo6_ENDOMETRIAL_S40	0.305668518	0.301084297	-0.105448857	-0.485747966	-0.38655384	-0.772567175	0.08204622	-0.828899842	0.165603289	1.2604663	1.378466639	0.18477304	0.03301563	-0.973586815	1.530162074	0.735757216	0.258966652	0.034833302	-0.617162396	0.096018247	0.034727519	0.16874187	-0.232296459	0.386058733	-0.087422743	-1.735613527	-0.297919537	0.179017587	-0.207851813	-0.422802696	-1.153863737	0.21059537	0.117453252	-0.740757154	0.195641383	-0.490954264	0.22932853	-0.246481989	-0.458982889	0.197041785	0.023121007	-0.746844358	0.065293287	0.725920932	-1.079604095	0.006375853	0.000170433	0.524608044	0.079750133	-0.161271497	0.237270411	0.854310957	0.130757387	0.076573529	0.690207603	-0.414367987	0.118482246	0.290675146	-0.334013067	0.164434831	0.093025581	-0.790715595	1.066934548	1.04558553	-0.544998136	-0.111312357	0.135184456	0.0861533	-0.786121895	-1.05364719	-0.406325937	0.134940615	0.010799129	0.444250277	1.75058232	-1.641912211	-0.023050933	0.011631585	-0.096950483	-0.40084436	-1.225048095	0.613454129	0.402768846	0.340007943	-0.68387126	-0.67780525	-0.150662338	-0.206667864	-0.130430776	0.120312408	-0.088918577	-0.642224063	-1.019914749	-0.266014414	-0.217389355	-0.003574342	-0.300537404	-0.068482516	0.294121679	0.271513622	-0.550616095	-0.593992633	-0.308551556	0.435645933	0.169769902	0.222946486	-0.170972962	-1.850709531	0.157329777	0.0850084	0.251609217	-0.229995596	-0.222661138	0.03365618	-0.46471851	0.323581357	-0.510950303	1.283513297	0.011156129	0.223942473	-0.312142107	-0.949421652	0	-0.279135914	0.106172399	-0.036076706	-0.23108378	-0.418582412	-0.532455596	-0.924847637	0.651447392	-0.056541003	-0.181088299	0.218783221	0.53029222	0.807402672	0.14375227	0.066776928	-0.488749713	-0.56971607	-0.098382378	-0.544220711	-0.030791568	0.476841562	0.224434722	-0.212957567	-1.395076781	0.080500092	0.103615143	0.126002756	0.303885734	-0.02370272	-0.640797909	-0.180356028	-0.695245509	0.017810679	1.319255325	0.243215591	0.488242399	0.384444743	0.450375779	-0.133712961	-0.101187255	-0.047528977	0.091938398	-0.317809038	0.092212233	-0.915637323	-0.981069464	-0.737133337	0.274827511	0.636298804	0.275205498	-0.043811705	-0.976132767	1.480047995	0.040372914	-0.209537615	-0.144494596	-0.39755414	-1.476215639	0.805242711	0.375123472	-0.276981493	-0.732672023	-0.019830894	-0.494039798	0.371536583	0.697730464	0.349597818
endo7_ENDOMETRIAL_S40	-0.04039028	0.36230972	0.155761922	0.903368295	-0.545599259	-0.587294643	-0.008729245	-0.555102846	0.017243724	0.690733909	1.097660781	-1.263587348	-0.471192181	-1.016134258	-1.077046699	0.155967722	-0.084523167	-0.288413121	0.927553271	0.120758563	-0.323829768	0.072940641	-0.239255045	1.085256157	-1.052460797	-0.327619735	-0.126274631	0.202342992	-0.275077159	0.374187364	1.1787645	0.143472855	-0.323863447	0.706951206	0.128976856	0.090404308	0.216421461	0.057788595	0.008440671	0.14373175	-0.013191348	0.095358833	-0.052987815	1.422516835	-0.134949096	0.022047516	0.232778623	0.598047901	0.616743238	0.243906842	0.070535133	0.226419884	0.13725418	-0.097926641	1.125654674	0.132724136	1.55795946	-0.029404135	-0.498427064	0.22631315	0.207511117	-0.458804858	0.316076384	0.211209119	-0.368781934	0.276968583	-0.081111757	0.063969741	-0.133024709	0	-2.73922158	-0.480314331	-0.763856357	0.484515466	0.936877625	1.217900408	0.235805134	-0.132935581	7.62862E-05	0.020331514	-0.330606972	1.67253397	0.278439525	0.3288156	-1.281074363	-1.14582477	0.025340199	0.034192878	-0.194538403	0.11266364	-0.111212268	0.325491731	0.145256422	0.13679075	0.109736148	-0.0809439	-0.070993442	-0.234239436	0.152309218	0.273971906	-1.202634236	-0.443849723	-0.549739856	0.144987492	0.223655228	-0.272649427	-0.870939608	-0.752496273	0.98509554	0.198271261	-0.082718621	-0.125745147	-0.183722649	0.805504929	0.456745902	0.303388282	0.447326977	0.307410193	-0.068901768	0.257507986	-0.013008194	-1.826933915	-0.051276709	0.159397392	-0.352695073	-0.021360709	0.348651128	-0.612187387	2.205824406	-0.475982731	0.665955524	-0.789382133	0.006365383	-0.186759793	0.383090859	0.586362128	-0.147397931	-0.10023036	-0.310214202	-0.521512659	-0.124940943	-1.478609042	-1.878755987	-0.692559899	0.52964632	0.156980229	-0.493687547	0.02795663	-0.016635648	-0.023967078	0.73058988	0.049196643	-0.564727222	-0.437688102	-0.481254522	0.057389186	0.210324554	-0.674780244	-0.528297646	-0.006252498	-0.081529146	-0.064668065	-0.345503344	0.034415143	0.004895502	0.157881467	-0.026502976	-0.288421771	-0.642652613	-1.007597453	0.501991328	-0.643073061	0.527044746	0.200870647	-0.792930872	1.667211754	-0.423227201	-0.737697006	-0.293424964	0.275250212	-0.127834911	0.417071343	0.499896124	-0.241143782	-0.06402091	0.009738625	-0.446048245	-0.176355692	-0.22749284	0.182859911
endo8_ENDOMETRIAL_S40	0.281733043	0.278623738	0.673886922	-0.274087678	-0.341717495	-0.275873218	0.255311557	-0.997087349	-0.060501596	0.541254709	0.908794937	0.401626427	-0.334035731	-1.432071572	0.548339007	0.533053871	-0.092952405	-0.765296818	-0.684591074	0.530822781	-0.113405188	0.146617577	0.031708152	0.328940735	-0.087480963	-0.266107675	-0.333054091	0.313728264	-0.36432203	0.390075595	-0.813971971	0.058241594	-0.293778412	0.069618502	0.25329851	0.346073868	0.021583233	-0.012548749	0.160298708	0.3292772	0.673993073	-0.373658585	-0.040162449	-0.09011588	-0.92350415	0.340908359	0.591316535	0.350530985	0.320364034	0.053286651	-0.031383662	0.429162443	0.124298756	0.025186229	1.39586541	1.650574235	0.168065572	0.34297755	0.810077127	0.15414204	-0.0152198	-0.655842814	0.602343706	0.243037188	-0.13340926	-0.113419453	-0.196885051	0.219636776	-1.278096192	-0.319033771	-2.513035769	-0.073135987	-0.14691358	0.604166334	0.878508666	1.259919254	0	0.438176158	-0.129160879	0.79352488	-0.335849304	-0.254748927	0.148958797	0.404992931	-1.090836813	-0.960454896	-0.226335253	0.094708249	0.033451065	0.241265837	0.533556212	0.422176104	0.298653479	0.586246819	0.119697878	0.014304302	-0.803349277	-0.584600445	0.713402929	0.223677261	-0.27352471	-0.855492856	-0.423495053	0.411005326	0.194137958	-0.336335378	-0.907582208	0.391984232	-0.464416529	0.157966006	0.091787091	0.439384537	-0.356936879	-0.251691517	-0.110963788	-0.095252351	0.303542946	-0.303029431	0.091809694	0.209123051	-0.417302135	-1.411424459	0.089694421	-0.453472634	-0.320588889	-0.271306764	-0.352144602	-0.235397539	2.338246319	-0.849930663	0.277449693	-0.37407483	-0.10463621	0.313199018	0.591172741	-0.084779657	-0.187237771	-0.133804335	-1.224530733	-1.349104273	-0.035081466	-1.21544892	-1.95674886	0.441035538	0.608818024	-0.226611195	0.18418776	0.287550049	0.047595026	0.129549524	0.329936179	0.067422217	-0.927213495	-0.625912384	-0.677230678	0.154186155	-1.203730722	-0.937620416	-0.39035293	-0.002234734	-0.124324453	0.071920771	-0.046935573	0.262977382	0.198318847	-0.229738819	0.087649195	-0.898589282	-0.002059173	-1.070459745	0.302672454	0.103127701	0.672641968	0.240292231	-1.202793485	1.342864726	-0.426705765	-0.57753254	0.084766964	-0.192213425	-0.113967418	0.419083518	0.189009109	0.051993518	-0.435067539	-0.055300694	-0.163498129	0.11386553	-0.427370181	-0.102328834
endo9_ENDOMETRIAL_S40	0.011301223	-0.008711541	0.322938325	-0.298804766	-0.161994935	0.228285827	0.156763337	-1.073675733	0.101721242	0.544624441	0.798867267	0.509603112	-0.562611993	-1.646332709	-0.777195817	0.362744414	0.004388024	-1.796045647	0.31458476	0.111839229	-0.830766012	-0.184192207	0.246512583	0.664842141	0.190312861	-0.264399664	-0.303812725	0.235454886	-0.063830621	0.002050409	-0.44844	0.086418504	0.102281509	-1.578089413	-0.048366974	0.009187757	0.052946137	0.159210134	-0.128972899	0.054588252	0.371895459	-0.791089769	-0.100676608	2.084952556	-0.16839217	-0.109721869	0.348062071	0.301952231	0.703790923	0.222044339	-0.087866677	0.24558518	-0.014298135	-0.155782684	0.162481257	0.513267277	0.671891648	0.155425601	-0.310764666	-0.064042181	0.00937711	-0.176885625	0.155898478	0.631344294	0.130595977	0.029440001	-0.239609187	0.036798494	-0.707170599	0.197472404	-3.1534261	-0.350426326	-0.402596754	0.239058324	0.762898653	0.876626134	0.260138406	0.00508553	-0.13425633	2.339819883	0.220145746	0.79928079	0.191866351	0.231959129	-1.234143688	-1.070588238	-0.032874972	0.046242979	0.004681827	0.011886415	-0.327585367	0.40351906	0.649035024	-0.262110618	-0.053670723	-0.237856103	-0.56708529	-0.089084913	-0.220816111	0.13201396	-1.12250687	-0.64478408	-0.347208262	0.161636914	0.20272113	-0.346740964	-0.792509955	3.213489056	0.262075036	0.162987115	-0.016223486	0.308783626	-0.460523139	-0.242454377	0.134072471	0.392471935	0.236502609	0.055417438	-0.161168037	0.227324741	-0.181414262	-1.190288417	-0.155154431	0.235614569	-0.253972832	-0.126693735	-0.04217699	-0.292179086	2.061562206	-0.435361513	0.284976609	0.190811356	-0.170621121	0.176576216	0.07050881	0.027985881	-0.143163874	-0.095263085	-0.794506965	-0.763937129	0.066118377	-0.428144292	-2.573838778	-0.193251197	0.371940521	-0.24221199	-1.561615779	-0.04665586	-0.106302559	0.085527488	0.004141498	-0.114902189	-0.459199566	-0.902052221	-0.269385012	-0.051713384	0.089367796	0.548742437	0.278230155	0	-0.019229097	-0.145738162	-0.180167654	0.020630647	0.020480828	-0.069023092	-0.129066709	-0.987567057	-0.148535404	-1.085554041	0.371466196	0.064467252	0.130849354	0.013286193	-0.424940637	0.568646284	-0.182139662	-0.875911795	-0.362080608	-0.134931739	1.853700833	0.343949381	0.248838561	0.178367889	0.444755802	0.135047432	-0.037269096	-0.079212679	-0.332898467	-0.067992754
